title,genres,keywords
The Cat o' Nine Tails,Horror Mystery Thriller,psychopath adoption stalker murder laboratory homicidal serial killer slasher whodunit maniac psychiatrist policeman mental illness psycho killer child kidnapping multiple murder voyeurism madman blind man giallo
King Solomon's Mines,Action Adventure Comedy,treasure based on novel or book africa riddle giant spider treasure hunt disappearance quicksand archaeologist archeology allan quatermain
Steamboy,Animation Fantasy Science Fiction,england inventor ball industrial revolution kugel energy steampunk adult animation 19th century anime steam
Not Okay,Comedy Drama,new york city satire social media woman director social media influencer cringe comedy cancel culture
"Josee, the Tiger and the Fish",Animation Drama Romance,paraplegic love slice of life relationship based on short story disability anime
"Tad, the Lost Explorer, and the Secret of King Midas",Animation Adventure Comedy Family,parrot turkey dog explorer granada spain construction worker king midas
StreetDance 2,Music Romance Drama,dancing dancer musical street dance salsa woman director
"Grande, grosso e Verdone",Comedy,italy italian family
Santa Sangre,Drama Horror Thriller,suicide mexico city mexico elephant funeral circus trauma clown surreal gore surrealism stage show avant-garde madness shrine tattoed woman
Van Wilder 2: The Rise of Taj,Comedy,nerd college snob misfit
Night Train to Lisbon,Mystery Romance Thriller,loneliness
Memories,Fantasy Animation Science Fiction,cannon based on comic anthology space disaster based on manga haunted by the past haunted manor anime memories
Nighthawks,Action Crime Thriller,police undercover chase war veteran murder serial killer terrorism neo-noir
Mickey's Twice Upon a Christmas,Animation Family,holiday santa claus anthropomorphism computer animation reindeer cartoon mouse cartoon dog cartoon duck woman director christmas
Detroit Rock City,Comedy Music,parent child relationship 1970s kiss drugs detroit michigan
The Mustang,Drama,prison woman director
Birthday Girl,Comedy Crime Thriller,robbery mail order bride bank clerk
The Little Vampire,Family Adventure Comedy Fantasy,based on novel or book vampire bite child vampire
Welcome to the Rileys,Drama,prostitute rape stripper pot smoking teenage girl
The Hard Way,Action Comedy Crime,dual identity undercover agent police identity detective role reversal movie star buddy cop manhattan new york city
Interstella 5555,Animation Science Fiction Music Adventure,rescue spaceman musical record producer space anime
The Nun II,Horror Mystery Thriller,france bullying sequel religion demon gothic horror demonic possession praying duringcreditsstinger 1950s demonic girls' school convent the conjuring universe
Freddy Got Fingered,Comedy,wheelchair satire surrealism dysfunctional family slacker sausage crude humor unemployment rumor cartoonist father son relationship absurd bold
I Don't Know How She Does It,Romance Comedy,pregnancy family vacation widower working mum in-laws
The Magdalene Sisters,Drama History,nun girls' boarding school based on true story sin psychological abuse punishment sexual harassment religion torture ireland human rights catholic convent school laundry physical abuse evil nun convent (nunnery) 1960s women's rights magdalene asylum
Boys and Girls,Comedy Drama Romance,friendship new love soulmates college platonic love girlfriend lovers model student motherly love university relationship
Diego Maradona,Documentary,sports biography football (soccer) sports documentary 1980s hand gottes
OtherLife,Science Fiction Crime Mystery,virtual reality medicine time overpopulation drugs
Miss Pettigrew Lives for a Day,Drama Comedy Romance,london england based on novel or book england jazz singer or musician jazz club love affair pianist governess high fashion eve of world war ii
Midnight in the Switchgrass,Crime Mystery Thriller Action,fbi texas ranger based on true story serial killer truck stop
When the Bough Breaks,Mystery Thriller Drama Horror,husband wife relationship obsession married couple pregnancy surrogate mother inheritance soldier young woman chef desire physical abuse boyfriend girlfriend relationship wanting to have children young couple surrogacy restraining order mentally unstable lake house successful corporate lawyer secrets charity benefit loving marriage unable to get pregnant
High Heels,Comedy Drama Romance,cheating madrid spain parent child relationship singer
Starter for 10,Drama Comedy Romance,scholarship fight politics protest quiz love marijuana university theft injury
Windfall,Thriller Crime Drama,gun vacation thief money billionaire criminal wealthy man vacation home
"Ciao, Professore!",Comedy,woman director
Minimalism: A Documentary About the Important Things,Documentary,homelessness promotion tiny home minimalism declutter
Given,Animation Drama Music Romance,high school love triangle bisexuality slice of life tragedy based on manga relationship lgbt anime gay relationship boys' love (bl) band
My Babysitter's a Vampire,Adventure Comedy Family Fantasy TV Movie Horror,vampire babysitter fan culture
Funny Girl,Comedy Drama Romance,marriage comedian musical divorce
Thunder Road,Comedy Drama,funeral father dead mother police officer dramedy father daughter relationship
The 36th Chamber of Shaolin,Action Adventure,martial arts kung fu government shaolin kammer shaolin kung fu teachers and students
Black Sheep,Comedy,corrupt politician nitrous oxide candid camera double act political satire woman director
Sword of the Stranger,Action Animation History,samurai swordplay espionage human animal relationship swordsman dog sengoku period feudal japan anime
Room(h)ates,Comedy,divorce
Le Havre,Drama Comedy,refugee grocer poverty kindness dog policeman shoe shiner northern france vietnamese grocery store cherry port family dog ill wife adult child friendship kind man
The Misfits,Action Thriller,gold middle east heist prison break amused
Betty Blue,Drama Romance,self-destruction kiss mental breakdown self-inflicted injury borderline personality disorder femme fatale
Project Gemini,Science Fiction Horror,space alien planet universe alien creature spaceship science fiction
The Delta Force,Action Thriller Adventure,martial arts war veteran fight patriotism rescue mission based on true story airplane hijacking covert operation delta force gunfight terrorism action hero 三角洲 特种部队
Ne Zha,Animation Fantasy Adventure,based on novel or book swordplay magic dragon demon 16th century feng shen yanyi nezha character nezha
Dragon Ball: Episode of Bardock,Action Animation Science Fiction,time travel anime
Cold Prey,Horror Mystery Thriller,hotel shotgun mountain snowboarding norway slasher photograph group of friends pickaxe jotunheimen
Barbie: Spy Squad,Action Animation Family,friendship sibling relationship spy gymnastics stealing based on toy female spy high tech
The Vault,Horror Thriller,suicide robbery bank bank robber supernatural haunting bank robbery bank vault ghost
Butter,Comedy,iowa butter
The Anthem of the Heart,Animation Drama Music Romance,high school anime japanese high school
La Cage aux Folles,Comedy,culture clash drag queen 1970s cabaret paparazzi deputy based on play or musical saint-tropez france french riviera male homosexuality lgbt permission to marry father son relationship conservative party travestite gay theme
Coma,Thriller Mystery Science Fiction,coma boston massachusetts black market organ trade
Body Snatchers,Horror Science Fiction Thriller,distrust escape military base alien remake soldier alien invasion alien infection sleeping doppelgänger body snatchers emotionless body snatching body snatcher
Harley Davidson and the Marlboro Man,Action Thriller,drug dealer corruption los angeles california las vegas
Touching the Void,Documentary Action Adventure Drama,rescue sports peru wound mountaineer glacier climbing snow mountaineering andes mountains cordillera huayhuash alpinism mountain accident
